time,seconds_elapsed,z,y,x
1782891174020533200,0.077533203125,0.20175532900989054,0.870441064287722,1.938451696333289
1782891174030555100,0.08755517578125,0.0759954444438219,0.6211813490420579,1.5394278283387421
1782891174040577500,0.09757763671875,0.22478139981031417,0.4896756143003702,1.0417600462406873
1782891174050599400,0.107599365234375,0.15892974824011324,0.2989022825539112,0.5786942064464092
1782891174060621300,0.117621337890625,-0.2545008307695389,0.12450140893757343,0.15262451061606405
1782891174070643500,0.1276435546875,-0.6092611941456795,0.14697101489901543,-0.3451046462804079
1782891174080665300,0.137665283203125,-0.6744535050243139,0.40677813538312907,-1.068297924554348
1782891174090687200,0.147687255859375,-0.9396768053382635,0.3600754209190607,-1.5213316151559353
1782891174100709000,0.157709228515625,-1.3395464765071867,0.24342706356942653,-1.5922294441998004
1782891174110731300,0.167731201171875,-1.7785510572344063,0.3371212463110685,-1.5762965465307235
1782891174120753400,0.17775341796875,-2.4180966227456926,0.17222236053347587,-1.6051239970862865
1782891174130775300,0.187775390625,-2.505398181840777,0.16654723750650882,-1.3098784834742545
1782891174140797400,0.19779736328125,-1.7201187420099973,0.3321358591139316,-1.0451444279819726
1782891174150819300,0.2078193359375,-0.4477440597608685,0.0006558335602283477,-1.323773737835884
1782891174160841200,0.21784130859375,1.3079858015954493,-1.2436276034533977,-1.905799134531617
1782891174170863400,0.22786328125,2.2331723092883826,-1.941404116398096,-2.7755922563046216
1782891174180885200,0.23788525390625,2.0562614986777303,-1.7013766321390866,-3.334802594602108
1782891174190907100,0.2479072265625,1.6544050376057624,-1.2185633048236368,-2.3094097457945346
1782891174200930300,0.257930419921875,1.3454557005509733,-0.73557695902884,-1.23226508243978
1782891174210952200,0.2679521484375,1.216317863984406,-0.4015267907261848,-1.3342191440045832
1782891174220974000,0.27797412109375,1.1576321585208176,-0.6072288115352392,-1.7526514768242836
1782891174230996000,0.287995849609375,1.2747767749547958,-0.8996931699961424,-1.9925825149714946
1782891174241018000,0.29801806640625,1.2864049611672759,-0.8009872965723276,-2.2903753749787805
1782891174251040000,0.3080400390625,0.984006945452094,-0.6263648891597986,-2.132805809175968
1782891174261062000,0.318061767578125,0.6037108665421604,-0.43971769743263717,-1.4902467410624027
1782891174271083800,0.328083740234375,0.19575433502942322,-0.20027648862898348,-0.9254214854925871
1782891174281106000,0.33810595703125,-0.3226633896306157,0.08527765205204486,-0.45859892351329323
1782891174291127800,0.3481279296875,-0.8156807155743241,0.32734336414039134,-0.15122224260270595
1782891174301150000,0.35814990234375,-1.2735203451529145,0.43755379739701744,-0.06970657343268394
1782891174311172000,0.368172119140625,-1.5908157780095933,0.3422480878055095,0.03619885610640049
1782891174321194000,0.378194091796875,-1.6266186205357311,0.2506961777895689,0.10528174468278884
1782891174331216000,0.3882158203125,-1.3221274319335818,0.13625672866106034,0.19671032058000562
1782891174341238000,0.398238037109375,-0.7441428350612521,0.057179100292921066,0.26049977892339227
1782891174351260000,0.408260009765625,-0.12928601286560296,-0.09064180943369865,0.17796411905586718
1782891174361281800,0.41828173828125,0.3524982636630535,-0.18408289419710636,0.019122633621096608
1782891174371304000,0.428303955078125,0.582333147470653,-0.2254115144073963,0.02259703173339367
1782891174381326000,0.438326171875,0.5363134468346834,-0.3219721924960613,0.06313479382693767
1782891174391348000,0.448347900390625,0.31107056699246166,-0.3422644544184208,0.06244038182199001
1782891174401371000,0.458370849609375,0.06558627863228321,-0.32995617698729035,0.04318038555681705
1782891174411393000,0.46839306640625,-0.11604600754231213,-0.3264648277401924,0.02769990783035755
1782891174421415000,0.478414794921875,-0.22499387351721523,-0.2777133640527725,0.0709153647005558
1782891174431437000,0.48843701171875,-0.29373773939758535,-0.20498539697229862,0.13178922785818575
1782891174441459000,0.498458984375,-0.2912365702316165,-0.16716040096879003,0.15651041213870048
1782891174451480800,0.508480712890625,-0.1998337132975459,-0.1555336760610342,0.08667699745595454
1782891174461503000,0.5185029296875,-0.1113809383407235,-0.16345277862250804,-0.0910363617092371
1782891174471524900,0.52852490234375,-0.05316343491077423,-0.19251871410906313,-0.19242402156293392
1782891174481546800,0.538546630859375,-0.05225362658947706,-0.22480302712023256,-0.29946693069934843
1782891174491569200,0.548569091796875,0.05967062484771013,-0.2809282344460487,-0.4090472493588924
1782891174501591000,0.558591064453125,0.26605244461447,-0.3161374949932098,-0.49141456692218777
1782891174511613000,0.568613037109375,0.4504714388981461,-0.3277279795438051,-0.463767266061902
1782891174521635000,0.578635009765625,0.5298416204720735,-0.3100549602091312,-0.38178339485824103
1782891174531657000,0.588656982421875,0.6107511404424906,-0.1932826842188835,-0.22203356240689753
1782891174541678800,0.598678955078125,0.610772767752409,-0.10042670586705207,-0.09202303465902804
1782891174551700700,0.60870068359375,0.44260815817713733,-0.10336918905973434,-0.04539221638739109
1782891174561723000,0.618722900390625,0.19720453383773565,-0.10864800624549388,-0.07646013934612274
1782891174571745000,0.6287451171875,0.03401946624070406,-0.1071393552482128,-0.1386848325908184
1782891174581767000,0.638766845703125,0.00521715012639761,-0.16365385415256023,-0.19399054022729395
1782891174591789000,0.6487890625,0.03239303408265114,-0.23830256016254422,-0.23806115262210367
1782891174601812000,0.65881201171875,0.052715691143274304,-0.24736732562780378,-0.1985720227986574
1782891174611834000,0.668834228515625,0.0809843387722969,-0.2484767481744289,-0.17432313220500945
1782891174621856000,0.67885595703125,0.0937745545014739,-0.24672142893970012,-0.12925415642261504
1782891174631878000,0.6888779296875,0.08032704390734434,-0.22625147236287593,-0.0577221211284399
1782891174641899800,0.698899658203125,0.04103723604828119,-0.2040320417702198,-0.022187281888723372
1782891174651922000,0.708921875,0.001187163957953453,-0.16864216395914552,0.03309738295972347
1782891174661943800,0.71894384765625,-0.05166092139333486,-0.17227496750354765,0.039837504869699475
1782891174671966000,0.728966064453125,-0.07609276733845471,-0.18059329851567743,-0.013895254361629486
1782891174681988000,0.738988037109375,-0.10615005194991826,-0.17618775703310965,-0.11943711128532886
1782891174692010000,0.749010009765625,-0.11833002682626247,-0.2130067908644676,-0.14744564667344093
1782891174702032000,0.759031982421875,-0.11347177314013242,-0.23632395356595515,-0.1824994243979454
1782891174712054000,0.769053955078125,-0.12401976290047168,-0.2563549342036247,-0.19629238742887972
1782891174722076000,0.779075927734375,-0.11487754828482866,-0.24531331570744513,-0.1466010125428438
1782891174732097800,0.789097900390625,-0.0812394825771451,-0.24220658186376093,-0.07578793917298317
1782891174742120000,0.799119873046875,-0.011298808127641677,-0.21304244669973849,-0.08277648288607597
1782891174752142000,0.80914208984375,0.01958674400150776,-0.2008949127882719,-0.09547931259274482
1782891174762164000,0.8191640625,-0.05807195747941732,-0.21398528050780294,-0.11899755082428455
1782891174772186000,0.82918603515625,-0.1716433916017413,-0.25138065292239187,-0.14972002134621143
1782891174782208000,0.8392080078125,-0.2708282807141542,-0.2545201199918985,-0.16390286047756672
1782891174792231000,0.84923095703125,-0.26251813300848004,-0.22604162900447844,-0.12069324882626532
1782891174802253000,0.859253173828125,-0.21865473362356422,-0.1674362953007221,-0.06599661299884318
1782891174812275000,0.86927490234375,-0.1581336294263601,-0.14302198501229285,0.0196808520257473
1782891174822296800,0.879296875,-0.10603051722347735,-0.1560515624552965,0.028211949005723
1782891174832319000,0.889319091796875,-0.05679799202084541,-0.17650222980976105,-0.02077741509079933
1782891174842340900,0.8993408203125,0.009048983374238014,-0.20711773282587528,-0.08475158235132693
1782891174852362800,0.90936279296875,0.05475742610394954,-0.21904081033170222,-0.12676584673821925
1782891174862385200,0.91938525390625,0.1322322954505682,-0.23720775066316127,-0.1296872871428728
1782891174872407000,0.929406982421875,0.1947030724108219,-0.2473316697925329,-0.14050094210207462
1782891174882429000,0.939428955078125,0.17357260609865188,-0.22200258274674414,-0.1370300511211157
1782891174892451000,0.949451171875,0.1341509885534644,-0.19948446146845816,-0.10365735835134983
1782891174902473000,0.959472900390625,0.11543050599247216,-0.1681651940971613,-0.0962339303523302
1782891174912494800,0.969494873046875,0.027821780644357204,-0.1091267296731472,-0.10083236405849456
1782891174922516700,0.979516845703125,-0.11152297715991735,-0.061252048820257185,-0.08089666048884392
1782891174932539000,0.989538818359375,-0.27564591012895107,-0.016450784063339233,-0.09407470649182796
1782891174942561000,0.99956103515625,-0.29862521917819973,-0.0349304436057806,-0.1580780998468399
1782891174952583000,1.0095830078125,-0.2565764679998159,-0.11527589995265006,-0.17695406523048876
1782891174962605000,1.01960498046875,-0.14811609328091144,-0.19257365916669367,-0.19540625224411487
1782891174972627000,1.029626953125,0.024178747966885565,-0.2073380975782871,-0.1643348221540451
1782891174982648800,1.03964892578125,0.1548018546551466,-0.19835107352435588,-0.1001554877102375
1782891174992672000,1.049672119140625,0.21049013186842203,-0.18412322620749472,-0.06719722096025943
1782891175002694000,1.05969384765625,0.2007134187415242,-0.197983409255743,-0.01516775851547718
1782891175012716000,1.069716064453125,0.17490590052902696,-0.16879413965046405,-0.023148820397257804
1782891175022738000,1.079738037109375,0.10838614043891429,-0.17736147698760032,-0.052318800780177116
1782891175032759800,1.089759765625,0.02779313907176256,-0.18471885401308535,-0.07571370489299296
1782891175042782000,1.099781982421875,-0.017348609685897826,-0.168382051718235,-0.07315992875695228
1782891175052804000,1.10980419921875,-0.019507249024510384,-0.1806611030548811,-0.08560147717893123
1782891175062826000,1.119825927734375,-0.04568038567900658,-0.17222352957725523,-0.09452069669365883
1782891175072848000,1.129847900390625,-0.12219079390764236,-0.15399872157871722,-0.10719137769639492
1782891175082870000,1.1398701171875,-0.1734910652950406,-0.10878244628012179,-0.04573357717096805
1782891175092892000,1.149891845703125,-0.19210750295966864,-0.12294774975478648,-0.0066927756369113914
1782891175102913800,1.159913818359375,-0.12553221329003572,-0.12915069604814053,-0.011612111860513686
1782891175112936000,1.16993603515625,-0.0832958305850625,-0.18085867145359516,-0.021519173368811605
1782891175122957800,1.179957763671875,-0.022426351341605186,-0.22499942647516727,-0.05727087022960186
1782891175132980000,1.18997998046875,0.01123158811032772,-0.2434282326132059,-0.05242927541732788
