acc_x_mean,acc_x_std,acc_x_var,acc_x_dom_freq,acc_x_spectral_energy,acc_y_mean,acc_y_std,acc_y_var,acc_y_dom_freq,acc_y_spectral_energy,acc_z_mean,acc_z_std,acc_z_var,acc_z_dom_freq,acc_z_spectral_energy,gyro_x_mean,gyro_x_std,gyro_x_var,gyro_x_dom_freq,gyro_x_spectral_energy,gyro_y_mean,gyro_y_std,gyro_y_var,gyro_y_dom_freq,gyro_y_spectral_energy,gyro_z_mean,gyro_z_std,gyro_z_var,gyro_z_dom_freq,gyro_z_spectral_energy,acc_sma,gyro_sma,acc_mag_mean,acc_mag_std,gyro_mag_mean,gyro_mag_std,acc_xy_corr,acc_xz_corr,acc_yz_corr,activity,state,start_time,end_time,split,recording
0.14244264738188397,0.06475584071953736,0.004193318907294092,4.0,0.20318011063172423,-0.14369395121169537,0.04622092695748842,0.002136374088809479,4.0,0.10488361495814645,-0.15797864145366217,0.18183464537539876,0.033063838258797024,5.0,1.5896681076568067,-0.0037759979738057952,0.03399504339303447,0.0011556629752942963,1.0,0.05556239550746055,-0.013520787920375926,0.09388061410390544,0.00881356970452641,4.0,0.42430367470469244,-0.01318207775859838,0.02549666618059527,0.0006500799863247106,4.0,0.03134538988913901,0.4809051950147306,0.09453122750840376,0.2978546633469056,0.128729333645971,0.065844252606073,0.08157624719005384,-0.5370497727165804,0.20250916531578841,-0.007190897496763181,standing,0,0.0,0.9800000000000003,unseen,standing_unseen
0.14064854476510236,0.042696443741434886,0.0018229863081655146,4.0,0.087727722134998,-0.13952064553812096,0.028082061358849983,0.0007886021701622154,4.0,0.037948346296895925,-0.15285053237274582,0.06622300485445677,0.004385486371953406,14.0,0.2108485757132115,0.0038303239967082702,0.01941540460080515,0.0003769579358129658,5.0,0.018127401748409426,0.011484330219515965,0.017267821142779208,0.00029817764701901264,1.0,0.014355591803691158,-0.007659222925323112,0.011258142650181463,0.0001267457759318349,1.0,0.006093815074404535,0.43419885464160196,0.04307982394586899,0.25980094635560375,0.04595489142148678,0.02798621636700923,0.014962552274034006,-0.6157640716070762,0.23610996956215113,-0.11713160534307453,standing,0,0.5000000000000001,1.4800000000000002,unseen,standing_unseen
0.13746052471748899,0.031232728079906066,0.0009754833033133529,2.0,0.04723231043821812,-0.13818379037595047,0.028305614280614358,0.0008012077998029194,5.0,0.03853891348438695,-0.14540320459155057,0.05079242090330084,0.002579870021218072,13.0,0.12457159723609347,-0.002350504514494659,0.013964272052607252,0.00019500089395922796,4.0,0.009378504859423086,-0.002532615027853297,0.018492497190104276,0.00034197245232601455,3.0,0.016442866215111172,-0.004789714960595217,0.008085904242783621,6.538184742346617e-05,1.0,0.0031438150691348514,0.42104751968499005,0.03395010598329046,0.2488059876586014,0.03980438811646977,0.022380622914367054,0.01167661301188555,-0.5702486746942336,0.10990602372005817,-0.20914084210472048,standing,0,1.0000000000000002,1.9800000000000004,unseen,standing_unseen
0.1307897654232001,0.029784035739086778,0.0008870887849071986,5.0,0.04265023445216208,-0.1290710729878503,0.027721597715210308,0.0007684869798839535,8.0,0.03716557522788883,-0.14128236472275704,0.048197800096944896,0.0023230279341850614,6.0,0.11188215452691762,-0.0020041525538605012,0.008656815609755682,7.494045650130964e-05,6.0,0.003603340989920297,-0.0072854026588099275,0.0163557121748109,0.00026750932074525753,6.0,0.012872136416113495,-0.005718325023670492,0.006972234165360595,4.8612049256621556e-05,3.0,0.0023371888878808305,0.40114320313380747,0.029053782051338642,0.23636958512829442,0.042825624672607344,0.018748374436899133,0.011373356712663695,-0.43385773719856346,-0.29257195308537987,-0.06595493596849372,standing,0,1.5000000000000002,2.4800000000000004,unseen,standing_unseen
0.11114311032688658,0.0352151370087441,0.0012401058745446184,4.0,0.059789862966970614,-0.12014257516709259,0.04056843995250325,0.0016457983201798615,4.0,0.07915526187631824,-0.14093698938761284,0.05359921398306691,0.0028728757396025957,4.0,0.13815337175731385,0.0055233476109268235,0.0151140086420601,0.0002284332572322674,1.0,0.010983625509579762,-1.5799614232073003e-05,0.017152910449059783,0.0002942223368734643,3.0,0.014153462191579322,0.0032669002901429423,0.01136307731284355,0.00012911952601765982,1.0,0.006207976603501654,0.3728921306017976,0.0349596712259709,0.2241647846667895,0.04646712351951689,0.022204628152686513,0.014138948500118034,-0.3609675910081193,-0.14835064523363362,-0.045832182115572176,standing,0,2.0000000000000004,2.9800000000000004,unseen,standing_unseen
0.12432217492595285,0.05217129464115149,0.0027218439845338423,1.0,0.13091285213076095,-0.12844048026177945,0.0520047143595411,0.0027044903156174605,2.0,0.13064257852392339,-0.13330025514755853,0.05073982965874595,0.0025745303137985546,4.0,0.12380129329807067,0.0032693730347322218,0.02379722425709252,0.0005663078823423526,4.0,0.027331292030249026,0.006832146325314997,0.0268528379913331,0.0007210749081887824,4.0,0.03470307155240625,0.0011758990544842112,0.013529041773589604,0.00018303497131153253,2.0,0.008801353040060468,0.3867323660554965,0.05064186081210597,0.23399562995535392,0.054486952074298836,0.03304956341678802,0.020902006646239986,-0.3119767992489741,-0.03465654530914308,-0.023749591189748592,standing,0,2.5000000000000004,3.480000000000001,unseen,standing_unseen
0.1410134507706186,0.045357885650720534,0.0020573377907038394,2.0,0.09895871924344563,-0.13041975136096262,0.04625790923278982,0.002139794166589022,2.0,0.1030575321946985,-0.13134707746600952,0.06144234485377717,0.003775161741130478,6.0,0.18149910670971267,-0.017748258382613645,0.026441899980163535,0.0006991740745609724,3.0,0.03361435828752789,-0.011512888560111926,0.034141957154659064,0.0011656732383505753,1.0,0.05604315925706182,0.0014387519402899176,0.012757866938178146,0.000162763168812259,3.0,0.00782546001643221,0.4035258207458982,0.06526886658519963,0.24332248595545777,0.05396870508947082,0.04369661243967814,0.023829264125852314,-0.2002934040675758,-0.02743262559226175,0.01791609779687998,standing,0,3.0000000000000004,3.980000000000001,unseen,standing_unseen
0.12000397256622401,0.04364637153553812,0.0019050057482182317,6.0,0.09159307071811246,-0.1144407703280182,0.03715008141999248,0.0013801285495120704,1.0,0.06638593618682828,-0.13268319906362186,0.06778288711773657,0.004594519786015818,7.0,0.22184752969543128,-0.019288394866738903,0.020063193289396444,0.0004025317249676825,1.0,0.01942237340233024,-0.020114358719513222,0.026400713183724858,0.0006969976566093036,3.0,0.03354915777837301,0.006374165165125222,0.0126138456790325,0.00015910910281444687,3.0,0.007653969009770555,0.3686897279856863,0.06048883022573683,0.22301431501465838,0.05698020744952396,0.04040223755011798,0.02106079937039577,-0.2030779568020537,-0.19901155677329516,0.1175576274718599,standing,0,3.500000000000001,4.48,unseen,standing_unseen
0.10531816508147618,0.049274197912364516,0.0024279465799068676,7.0,0.11675973920668824,-0.11730155107446093,0.04601046566488584,0.002116962950699639,3.0,0.10188279741383845,-0.13344700668224319,0.06910683815207129,0.004775755079376576,7.0,0.22960363648588483,-0.00512326851414152,0.014757158525035634,0.0002177737277330319,7.0,0.01048050026665944,-0.006120521017735111,0.022788586440993817,0.0005193196719786473,3.0,0.02496859108066576,0.00336922737187773,0.014279008117615616,0.00020389007282293266,1.0,0.009804485354050865,0.3591968037065875,0.04319985413245778,0.21947575884932047,0.06173110448187447,0.028470694576290437,0.01433399364302005,-0.35236635828153134,-0.20423967415094224,0.057890160430543416,standing,0,4.000000000000001,4.980000000000001,unseen,standing_unseen
0.11357851628779665,0.0462266274601183,0.002136901086336563,3.0,0.1031475245319407,-0.12104503663563168,0.052020751706415264,0.0027061586081005063,9.0,0.13010377928650643,-0.13007961847825023,0.08536119346022719,0.007286533348954334,6.0,0.3507097420316538,-0.004853465662062918,0.01562481104067525,0.00024413472005680722,5.0,0.0117373929873048,-0.0068349090677578385,0.02129466380192726,0.00045346270643711114,2.0,0.021851483831232085,0.003303454367363988,0.011588250373037673,0.00013428754670820775,2.0,0.006463212922244952,0.3716125789262811,0.04096160415301251,0.22955673156257606,0.062497899463939056,0.02771122765532645,0.01204814328813346,-0.36923302150928533,-0.010113663804540216,-0.21330875507679292,standing,0,4.500000000000001,5.480000000000001,unseen,standing_unseen
