seconds_elapsed,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity,recording
0.0,1.938451696333289,0.870441064287722,0.2017553290098905,-0.7197285294532776,-2.6513283252716064,2.0674428939819336,standing,standing_raw
0.020000000000000004,1.0439664073520052,0.4902586320272284,0.22412177192673483,-1.0923705723078225,-3.0463431062236537,2.0377615375104354,standing,standing_raw
0.04000000000000001,0.15637143291069794,0.12603511698569728,-0.2508650588079687,-1.6543064115108443,-3.146025783478415,1.8921066560931095,standing,standing_raw
0.06,-1.0587666920384242,0.4033540409549604,-0.6735943113731814,-2.0100540488050114,-2.773169537026651,1.6598354794226415,standing,standing_raw
0.08000000000000002,-1.590984198530114,0.24547586906635888,-1.3325231870330638,-2.255916960033227,-2.270043495970434,1.5733709395846553,standing,standing_raw
0.10000000000000003,-1.6044905810817771,0.17584562902806444,-2.4040441002714275,-2.2593386971887512,-1.2351782822509603,1.442082722275147,standing,standing_raw
0.12000000000000002,-1.0521223146577976,0.3277712576869106,-1.7408172159173496,-1.8113589762712068,0.37097458284461915,1.4528673390726514,standing,standing_raw
0.14,-1.8879059298877685,-1.205374602296001,1.2540094048833526,-1.2675549523926242,-0.24972328018474343,1.1528276857475994,standing,standing_raw
0.16000000000000003,-3.3151587137781147,-1.7098082918784645,2.062476002670435,-0.47791753941999326,-2.3897639716063606,0.44345451364273175,standing,standing_raw
0.18000000000000005,-1.274952072265085,-0.7547175943864823,1.3576992901597436,-0.19203496447377166,-2.7631619295645917,0.41971454323826285,standing,standing_raw
0.20000000000000007,-1.7342424928273945,-0.5981789248219356,1.1602140436381678,-0.284706213416194,-1.9236182143598155,0.5866747355170723,standing,standing_raw
0.22000000000000003,-2.275968500116428,-0.8057625728048112,1.2858424029392674,-0.5508573200217076,-0.8742154020127206,0.5148980760570854,standing,standing_raw
0.24000000000000005,-1.5241364919081164,-0.44956181470928835,0.6237683834327037,-0.5781536636005442,-0.40627447580396103,0.332289992986856,standing,standing_raw
